B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label
27.42,14.5,3.085,1,120.0,11,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,13,3,1,1,0,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.19230769230769232,0.38202247191011235,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
16.17,0.04,0.04,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,0,0,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.5365239294710328
29.92,1.835,4.335,0,260.0,200,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,3,1,0,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.38202247191011235,0.19827586206896552,0.7644787644787645,0.5683760683760684,0.5365239294710328
26.75,4.5,2.5,0,200.0,1210,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,0,0,0,0,0,1,0.564935064935065,0.6862745098039216,0.6862745098039216,0.5824175824175825,0.5128205128205128,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.5365239294710328
26.92,13.5,5.0,2,0.0,5000,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,3,1,1,0,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.34545454545454546,0.38202247191011235,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
21.67,1.165,2.5,1,180.0,20,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.07246376811594203,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,2,8,7,1,1,0,0,1,0.564935064935065,0.6862745098039216,0.6862745098039216,0.6875,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
23.92,1.5,1.875,6,200.0,327,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.043478260869565216,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,3,3,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.7647058823529411,0.38202247191011235,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
27.83,1.5,2.0,11,434.0,35,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,12,7,1,1,1,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5135135135135135,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5336538461538461,0.5365239294710328
33.75,0.75,1.0,3,212.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.08514492753623189,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,8,0,1,1,1,0,1,0.5223880597014925,0.514792899408284,0.514792899408284,0.6875,0.5128205128205128,0.19827586206896552,0.25136612021857924,0.5336538461538461,0.5365239294710328
25.75,0.5,1.46,5,312.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,1,1,1,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5336538461538461,0.5365239294710328
46.67,0.46,0.415,11,440.0,6,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,2,3,1,1,1,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.30434782608695654,0.38202247191011235,0.19827586206896552,0.25136612021857924,0.5336538461538461,0.5365239294710328
44.33,0.0,2.5,0,0.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,7,1,0,0,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.7644787644787645,0.5683760683760684,0.5365239294710328
22.67,10.5,1.335,0,100.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,10,3,1,0,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.34545454545454546,0.38202247191011235,0.19827586206896552,0.7644787644787645,0.5683760683760684,0.5365239294710328
33.67,2.165,1.5,0,120.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.012681159420289856,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,7,0,0,0,1,1,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.4
22.5,8.46,2.46,0,164.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,2,13,7,0,0,0,0,0,0.5223880597014925,0.6862745098039216,0.6862745098039216,0.19230769230769232,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.5365239294710328
28.67,1.04,2.5,5,300.0,1430,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,7,1,1,1,0,0,0.5223880597014925,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5336538461538461,0.5365239294710328
27.75,1.29,0.25,0,140.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,8,3,0,0,1,2,1,0.564935064935065,0.514792899408284,0.514792899408284,0.6875,0.38202247191011235,0.9428571428571428,0.7644787644787645,0.5336538461538461,0.725
20.42,7.0,1.625,3,200.0,1391,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
31.08,3.085,2.5,2,160.0,41,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,1,1,0,1,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.25136612021857924,0.5336538461538461,0.5365239294710328
33.25,2.5,2.5,0,0.0,2,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,2,1,7,0,0,1,0,1,0.5223880597014925,0.6862745098039216,0.6862745098039216,0.5824175824175825,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5336538461538461,0.5365239294710328
18.17,10.25,1.085,0,320.0,13,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,3,0,0,0,0,1,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.38202247191011235,0.9428571428571428,0.7644787644787645,0.5683760683760684,0.5365239294710328
25.0,11.25,2.5,17,200.0,1208,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.5824175824175825,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
22.58,10.04,0.04,9,60.0,396,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,13,7,1,1,0,0,0,0.564935064935065,0.514792899408284,0.514792899408284,0.19230769230769232,0.5855513307984791,0.19827586206896552,0.25136612021857924,0.5683760683760684,0.5365239294710328
24.83,4.5,1.0,0,360.0,6,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,12,7,0,0,1,0,1,0.5223880597014925,0.514792899408284,0.514792899408284,0.5135135135135135,0.5855513307984791,0.9428571428571428,0.7644787644787645,0.5336538461538461,0.5365239294710328
30.42,1.375,0.04,3,0.0,33,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.20471014492753623,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,12,3,0,1,0,0,1,0.5223880597014925,0.514792899408284,0.514792899408284,0.5135135135135135,0.38202247191011235,0.9428571428571428,0.25136612021857924,0.5683760683760684,0.5365239294710328
30.17,1.085,0.04,0,170.0,179,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,7,0,0,0,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.5408163265306123,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
35.0,3.375,8.29,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,3,0,0,1,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.35294117647058826,0.9205607476635514,0.764,0.5445544554455446,0.5359801488833746
21.67,11.5,0.0,11,0.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.014492753623188406,0.010869565217391304,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,2,2,7,4,1,1,1,0,0,0.5447761194029851,0.7019230769230769,0.7019230769230769,0.8333333333333334,0.75,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
17.33,9.5,1.75,10,0.0,10,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,7,0,1,1,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.59375,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5445544554455446,0.5359801488833746
17.58,9.0,1.375,0,0.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,7,1,0,1,0,0,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.59375,0.5692307692307692,0.20614035087719298,0.764,0.5445544554455446,0.5359801488833746
30.83,0.0,1.25,1,202.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,12,7,1,1,0,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5583333333333333,0.5359801488833746
15.92,2.875,0.085,0,120.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,7,0,0,0,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.39285714285714285,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
45.83,10.5,5.0,7,0.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,10,7,1,1,1,0,0,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.39285714285714285,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
19.17,0.0,0.0,0,500.0,1,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,2,9,0,0,0,1,2,0,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.5769230769230769,0.5526315789473685,0.9205607476635514,0.764,0.5445544554455446,0.7878787878787878
48.17,3.5,3.5,0,230.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,7,1,0,0,2,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.59375,0.5692307692307692,0.20614035087719298,0.764,0.5583333333333333,0.7878787878787878
49.17,2.29,0.29,0,200.0,3,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,5,2,0,0,0,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.8717948717948718,0.8571428571428571,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
34.25,3.0,7.415,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,2,3,1,0,1,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.2608695652173913,0.35294117647058826,0.20614035087719298,0.764,0.5445544554455446,0.5359801488833746
