id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2
657,b,0.5255596975277995,-0.7995851042094194,u,g,e,v,-0.6452134458294576,f,f,-0.5400222837620868,f,g,-0.35702108454275233,-0.1881555399532375,1,1,0,4,7,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
658,a,-0.5362299137079565,-0.791478056638482,u,g,x,h,-0.3544688064274563,t,f,-0.5400222837620868,t,g,-0.09595052495659669,0.8294640987026548,0,1,0,13,3,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
659,b,1.4030226322530281,-0.12467339392887934,u,g,x,bb,-0.6321299370563676,f,f,-0.5400222837620868,t,g,2.2536845113188044,-0.1890245575780504,1,1,0,13,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
660,b,0.24269894509459422,0.8897209333846651,u,g,c,v,0.6515076459034682,t,t,2.2545930347067125,t,g,-1.1402327633012193,-0.15061397856132072,1,1,0,1,7,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
661,b,0.5255596975277995,-0.614136391024226,y,p,c,bb,-0.5841570715550374,t,f,-0.5400222837620868,t,g,-0.0698434689979811,-0.11950314759301932,1,2,2,1,0,1,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
662,b,-0.6143776290949083,0.8552659812081811,u,g,aa,v,-0.5841570715550374,f,f,-0.5400222837620868,t,g,-1.1402327633012193,-0.1890245575780504,1,1,0,0,7,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
663,a,2.1887469445674874,-0.9009231988461371,u,g,i,bb,-0.3660985920035364,t,f,-0.5400222837620868,t,g,0.5045117620915613,0.1928217867647328,0,1,0,6,0,1,0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
664,a,1.7716759852740829,-0.968819722252738,y,p,ff,ff,-0.6568432314055377,f,f,-0.5400222837620868,f,g,-1.1402327633012193,-0.1890245575780504,0,2,2,5,2,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
665,b,-0.26696006829856866,0.04456122411443925,y,p,aa,v,1.8144862035114735,t,f,-0.5400222837620868,f,g,-1.1402327633012193,-0.1890245575780504,1,2,2,0,7,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
666,b,1.4667300089271735,0.3485755080245924,u,g,q,h,1.0876246050064702,t,f,-0.5400222837620868,t,g,1.1441346330776427,-0.1890245575780504,1,1,0,10,3,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
667,b,-0.05460214605141745,-0.4621292490691494,u,g,cc,h,-0.0026677927510347227,f,f,-0.5400222837620868,t,s,1.078866993181104,-0.1890245575780504,1,1,0,2,3,0,0,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
668,b,-0.9609457582022589,-0.7154744856609437,y,p,k,v,-0.6205001514802875,f,f,-0.5400222837620868,f,g,-0.2264858047496745,-0.18832934347820007,1,2,2,8,7,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
669,a,-0.9040338350400222,-0.36079115443243165,u,g,q,v,-0.6088703659042075,t,t,0.15863154585511297,f,g,-0.48755636433583016,-0.18798173642827493,0,1,0,10,7,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
670,b,0.06516772209597553,-0.1581149651589962,y,p,cc,v,-0.22072627230253572,f,f,-0.5400222837620868,t,g,-0.35702108454275233,-0.1890245575780504,1,2,2,2,7,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
671,b,0.5892670742019448,1.083276694140796,y,p,k,v,-0.6205001514802875,f,f,-0.5400222837620868,f,g,-0.09595052495659669,-0.1890245575780504,1,2,2,8,7,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
672,a,-1.3151587725105072,-0.8502541515277783,u,g,c,h,-0.22072627230253572,t,t,-0.07425306401728696,f,g,-0.48755636433583016,-0.1890245575780504,0,1,0,1,3,1,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
673,a,1.2543720866800223,-0.36079115443243165,u,g,c,v,0.03367528717421544,t,t,1.3230545952171127,t,g,1.4443657766017217,0.5338243027413102,0,1,0,1,7,1,1,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
674,b,-0.5149941214832414,-0.7661435329793026,u,g,aa,v,-0.5114709117045371,f,f,-0.5400222837620868,f,g,0.165120034629559,-0.1890245575780504,1,1,0,0,7,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
675,b,-0.5081986679713327,-0.8512675324741454,u,g,c,v,-0.5725272859789573,t,t,1.0901699853447127,t,g,-0.5136634202944458,0.7015447043301977,1,1,0,1,7,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
676,a,0.6317386586513751,-0.6648054383425849,u,g,ff,ff,-0.6568432314055377,f,f,-0.5400222837620868,f,g,-0.6441987000875236,-0.1890245575780504,0,1,0,5,2,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
677,b,-0.7061162515056775,-0.8421471039568409,y,p,aa,v,-0.6205001514802875,t,f,-0.5400222837620868,f,g,0.03458475483648116,-0.18885075405308782,1,2,2,0,7,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
678,b,0.9783067877587257,-0.7154744856609437,u,g,m,v,3.3772386402972305,f,t,-0.3071376738896869,t,g,1.1571881610569505,-0.16955856278224168,1,1,0,9,7,0,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
679,b,-0.7341474972423013,-0.8168125802976615,u,g,i,v,-0.1960129779533656,f,t,-0.3071376738896869,t,g,1.4704728325603373,-0.18746032585338718,1,1,0,6,7,0,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
680,b,1.5448777243141252,0.5684791733862699,u,g,i,bb,1.5484548584586424,t,t,2.953246864323912,t,g,-1.1402327633012193,0.679993067234838,1,1,0,6,0,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
681,b,-0.9541503046903502,-0.9434851985935586,u,g,q,v,-0.3660985920035364,f,t,-0.3071376738896869,f,g,0.42619059421571465,-0.05554345040679073,1,1,0,10,7,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
682,b,0.8865681653479566,-0.77425058055024,u,g,x,v,0.0700183670994656,t,f,-0.5400222837620868,f,g,2.1884168714222656,-0.08474244260050377,1,1,0,13,7,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
683,b,0.7022414888374291,0.04456122411443925,u,g,ff,ff,-0.6568432314055377,f,t,-0.07425306401728696,f,g,-1.0292777754771032,-0.18885075405308782,1,1,0,5,2,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
684,b,-0.062247031252315184,-0.41956724932172795,y,p,m,v,-0.6205001514802875,f,f,-0.5400222837620868,t,s,-0.618091644128908,-0.1890245575780504,1,2,2,9,7,0,0,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
685,b,-0.6916759127928711,1.2859528834142315,u,g,x,h,-0.5231006972806171,t,t,-0.3071376738896869,f,g,-0.48755636433583016,-0.1890245575780504,1,1,0,13,3,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
686,b,-0.42325549907247223,1.6659707383019229,u,g,e,dd,-0.6568432314055377,f,f,-0.5400222837620868,t,g,-0.2264858047496745,0.0038973551304108435,1,1,0,4,1,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
687,b,-0.8692071357914898,-0.13278044149981677,y,p,i,h,-0.6452134458294576,f,f,-0.5400222837620868,f,g,-0.2264858047496745,-0.17164420508179262,1,2,2,6,3,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
688,b,0.6742102431008054,0.9566040758448988,u,g,m,v,1.2329969247074708,t,t,2.720362254451512,f,g,0.42619059421571465,0.6116882819245449,1,1,0,9,7,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
689,b,0.9010085040607629,-0.8836957227578952,u,g,c,h,-0.5957868571311175,t,t,0.8572853754723128,f,g,0.2956553144226368,-0.024258815913526743,1,1,0,1,3,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
690,a,-0.9184741737528287,1.4298529777983708,u,g,c,h,1.0876246050064702,t,f,-0.5400222837620868,f,g,1.078866993181104,-0.1890245575780504,0,1,0,1,3,1,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
